url,name,online_order,book_table,ratings,votes,location,rest_type,cuisines,cost_for_two,listed_in(type)
https://www.zomato.com/bangalore/call-a-cake-btm,Call A Cake,Yes,No,3.6,41,BTM,Delivery,Bakery,500.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/calorie-express-btm,Calorie Express,Yes,No,3.6,193,BTM,Delivery,Healthy Food,450.0,Delivery
https://www.zomato.com/bangalore/calvins-bommanahalli-bangalore,Calvin's,Yes,No,0.0,0,Bommanahalli,"Takeaway, Delivery","Desserts, Italian, Pizza",800.0,Delivery
https://www.zomato.com/bangalore/calvins-btm,Calvin's,No,No,3.7,106,BTM,Dessert Parlor,Desserts,600.0,Desserts
https://www.zomato.com/bangalore/calvins-hsr-bangalore,Calvin's,Yes,No,3.8,22,HSR,"Dessert Parlor, Quick Bites",Desserts,800.0,"Delivery, Desserts, Dine-out"
https://www.zomato.com/bangalore/calvins-jp-nagar,Calvin's,No,No,2.9,231,JP Nagar,Dessert Parlor,"Desserts, Italian, Pizza",800.0,"Desserts, Dine-out"
https://www.zomato.com/bangalore/calvins-koramangala-5th-block,Calvin's,Yes,No,3.8,434,Koramangala 5th Block,"Dessert Parlor, Quick Bites",Desserts,800.0,"Delivery, Desserts, Dine-out"
https://www.zomato.com/bangalore/calvins-whitefield,Calvin's,No,No,3.9,299,Whitefield,"Dessert Parlor, Quick Bites",Desserts,600.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/camp-tandoor-ulsoor-bangalore,CAMP TANDOOR,Yes,No,3.7,16,Ulsoor,Quick Bites,North Indian,300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/campus-juice-corner-kumaraswamy-layout,Campus Juice Corner,No,No,3.3,6,Kumaraswamy Layout,Quick Bites,"Fast Food, Juices",100.0,Dine-out
https://www.zomato.com/bangalore/candy-cake-btm,Candy Cake,No,No,3.4,7,BTM,Bakery,Bakery,500.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/candy-cake-jayanagar,Candy Cake,No,No,5.0,0,Jayanagar,Bakery,Bakery,500.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/cane-crussh-btm-bangalore,Cane Crussh,Yes,No,0.0,0,BTM,Beverage Shop,Juices,100.0,Delivery
https://www.zomato.com/bangalore/cane-crussh-koramangala-6th-block,Cane Crussh,Yes,No,3.7,15,Koramangala 6th Block,Beverage Shop,Juices,100.0,Delivery
https://www.zomato.com/bangalore/cane-crussh-sarjapur-road-bangalore,Cane Crussh,No,No,1.2,0,Sarjapur Road,Beverage Shop,Juices,100.0,Delivery
https://www.zomato.com/bangalore/cane-crussh-whitefield-bangalore,Cane Crussh,Yes,No,0.0,0,Whitefield,Beverage Shop,Juices,100.0,Delivery
https://www.zomato.com/bangalore/cane-hut-whitefield,Cane Hut,No,No,4.0,0,Whitefield,"Beverage Shop, Quick Bites","Beverages, Juices, Street Food",100.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/cane-o-la-basavanagudi-bangalore,Cane-O-La,Yes,No,3.8,61,Basavanagudi,Quick Bites,Juices,100.0,Delivery
https://www.zomato.com/bangalore/cane-recipes-bannerghatta-road,Cane Recipes,No,No,3.5,14,Bannerghatta Road,Quick Bites,Juices,100.0,Dine-out
https://www.zomato.com/bangalore/canopus-multicuisine-restaurant-marathahalli-bangalore,Canopus Multicuisine Restaurant,Yes,No,0.0,0,Marathahalli,Casual Dining,"North Indian, Seafood, Biryani, Chinese",800.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/canopy-flavours-hsr,Canopy Flavours,No,No,2.6,49,HSR,Cafe,"Cafe, Fast Food",450.0,"Cafes, Dine-out"
https://www.zomato.com/bangalore/canopy-mg-road,Canopy,No,No,3.0,108,MG Road,Casual Dining,"North Indian, Continental, Chinese",800.0,"Buffet, Delivery, Dine-out"
https://www.zomato.com/bangalore/canton-jayanagar,Canton,Yes,No,3.6,198,Jayanagar,Casual Dining,"Chinese, Seafood, Biryani",800.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/caperberry-lavelle-road,Caperberry,No,Yes,4.6,1439,Lavelle Road,Fine Dining,"Spanish, Italian, Mediterranean, European, Salad",2200.0,Dine-out
https://www.zomato.com/bangalore/caprese-shangri-la-hotel-vasanth-nagar-bangalore,Caprese - Shangri-La Hotel,No,Yes,4.2,233,Vasanth Nagar,Fine Dining,Italian,3000.0,Dine-out
https://www.zomato.com/bangalore/capri-gastrobar-st-marks-road-bangalore,Capri Gastrobar,No,Yes,4.3,301,St. Marks Road,"Bar, Casual Dining","Mediterranean, Italian, Asian",1200.0,"Dine-out, Drinks & nightlife, Pubs and bars"
https://www.zomato.com/bangalore/capsicum-family-restaurant-btm,Capsicum Family Restaurant,Yes,No,3.8,257,BTM,Casual Dining,"Biryani, North Indian",800.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/captain-egg-whitefield-bangalore,Captain Egg,No,No,4.1,18,Whitefield,Food Court,Fast Food,400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/caramel-shake-btm-bangalore,Caramel Shake,Yes,No,0.0,0,BTM,Beverage Shop,"Beverages, Juices, Ice Cream",200.0,Delivery
https://www.zomato.com/bangalore/caramel-whitefield-whitefield-bangalore,Caramel Whitefield,No,No,3.7,56,Whitefield,"Dessert Parlor, Quick Bites","Desserts, Bakery",1000.0,Desserts
https://www.zomato.com/bangalore/caraway-kitchen-conrad-bengaluru-ulsoor,Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,166,Ulsoor,Fine Dining,"American, Continental, North Indian, South Indian",2800.0,"Buffet, Dine-out"
https://www.zomato.com/bangalore/carbon-cup-new-bel-road-bangalore,Carbon Cup,Yes,No,3.5,12,New BEL Road,Quick Bites,"North Indian, Arabian, Fast Food, Chinese",400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/cardamom-pods-marathahalli-bangalore,Cardamom Pods,Yes,No,0.0,0,Marathahalli,Quick Bites,"North Indian, Chinese",450.0,Dine-out
https://www.zomato.com/bangalore/cariocake-jp-nagar-bangalore,Cariocake,No,No,3.9,56,JP Nagar,Bakery,"Bakery, Desserts",350.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/carlos-cake-cafe-marathahalli-bangalore,Carlos Cake Cafe,Yes,No,3.3,8,Marathahalli,Bakery,"Bakery, Desserts",300.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/carlos-cake-cafe-sarjapur-road,Carlos Cake Cafe,Yes,No,3.8,83,Sarjapur Road,Bakery,"Bakery, Desserts",300.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/carnatic-church-street-bangalore,Carnatic,No,Yes,4.2,193,Church Street,Casual Dining,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",1000.0,Dine-out
https://www.zomato.com/bangalore/carnival-cakes-breads-1-hsr-bangalore,Carnival Cakes & Breads,No,No,3.5,49,HSR,"Bakery, Quick Bites","Bakery, Fast Food",200.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/carnival-cakes-breads-bellandur,Carnival Cakes & Breads,No,No,3.7,23,Bellandur,"Dessert Parlor, Quick Bites","Bakery, Fast Food, Fast Food",200.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/carnival-de-goa-ulsoor,Carnival de Goa,Yes,Yes,4.2,986,Ulsoor,"Casual Dining, Bar","Goan, Mangalorean, Pizza",1000.0,"Delivery, Dine-out, Drinks & nightlife, Pubs and bars"
https://www.zomato.com/bangalore/carrots-koramangala-6th-block,Carrots,Yes,Yes,4.1,603,Koramangala 6th Block,Casual Dining,"Italian, North Indian, Healthy Food, Desserts",1100.0,"Delivery, Desserts, Dine-out"
https://www.zomato.com/bangalore/casa-de-goa-kalyan-nagar,Casa De Goa,Yes,Yes,4.2,367,Kalyan Nagar,"Casual Dining, Pub","Goan, Mangalorean",1400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/casa-express-residency-road,Casa Express,No,No,2.6,26,Residency Road,Quick Bites,"Chinese, Italian",400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/casa-piccosa-jp-nagar,Casa Piccosa,Yes,Yes,4.1,848,JP Nagar,"Casual Dining, Bar","South American, Continental, Italian",1100.0,"Delivery, Dine-out, Drinks & nightlife"
https://www.zomato.com/bangalore/casamia-restaurant-1-electronic-city-bangalore,Casamia Restaurant,No,No,3.2,0,Electronic City,Quick Bites,"South Indian, North Indian, Arabian",400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/casamia-restaurant-electronic-city-bangalore,Casamia Restaurant,No,No,3.2,0,Electronic City,Quick Bites,"North Indian, South Indian, Kerala, Arabian",400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/casamia-yeshwantpur-bangalore,Casamia,Yes,No,3.7,24,Yeshwantpur,Quick Bites,"Andhra, Kerala, South Indian",400.0,Delivery
https://www.zomato.com/bangalore/cashmere-nites-koramangala-6th-block-bangalore,Cashmere Nites,Yes,No,3.5,74,Koramangala 6th Block,Casual Dining,Kashmiri,600.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/casino-hotel-new-bel-road,Casino Hotel,Yes,No,3.9,345,New BEL Road,Casual Dining,"North Indian, Chinese",500.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/casrod-naaz-jalahalli,Casrod Naaz,No,No,3.6,0,Jalahalli,Casual Dining,"Mughlai, North Indian, Chinese",450.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/castle-rock-2-uttarahalli-bangalore,Castle Rock,Yes,No,3.6,172,Uttarahalli,Casual Dining,"North Indian, Chinese",700.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/catch-marathahalli,Catch,No,No,3.2,0,Marathahalli,Quick Bites,"North Indian, Chinese, South Indian",350.0,Dine-out
https://www.zomato.com/bangalore/catch-up-ino-banashankari-bangalore,Catch-up-ino,Yes,No,3.9,133,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/cauvery-fast-food-ejipura-bangalore,Cauvery Fast Food,No,No,3.2,4,Ejipura,Quick Bites,Chinese,150.0,Dine-out
https://www.zomato.com/bangalore/cauvery-hyderabadi-biriyani-marathahalli,Cauvery Hyderabadi Biriyani,No,No,3.8,111,Marathahalli,Casual Dining,"North Indian, Chinese",600.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/cauvery-punjabi-khana-majestic-bangalore,Cauvery Punjabi Khana,No,No,3.4,11,Majestic,Quick Bites,"North Indian, South Indian",300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/cauvery-veg-restaurant-majestic-bangalore,Cauvery Veg Restaurant,No,No,3.2,0,Majestic,Quick Bites,North Indian,300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/cave-n-dine-basaveshwara-nagar,Cave N Dine,Yes,Yes,3.1,405,Basaveshwara Nagar,"Casual Dining, Bar","North Indian, Chinese, Seafood",800.0,"Delivery, Dine-out, Pubs and bars"
https://www.zomato.com/bangalore/cedar-bar-dive-hotel-presidency-electronic-city-bangalore,Cedar Bar & Dive - Hotel Presidency,Yes,No,3.8,49,Electronic City,Bar,"North Indian, Thai, Chinese, Continental",1200.0,"Delivery, Pubs and bars"
https://www.zomato.com/bangalore/cee-yem-btm,Cee Yem,No,No,3.2,0,BTM,Quick Bites,"South Indian, Kerala, North Indian",300.0,Dine-out
https://www.zomato.com/bangalore/celebration-day-marathahalli-bangalore,Celebration Day,No,No,3.3,0,Marathahalli,"Quick Bites, Dessert Parlor","Bakery, Desserts, Beverages",350.0,Dine-out
https://www.zomato.com/bangalore/celebrations-365-brookefield,Celebrations 365,Yes,No,3.3,6,Brookefield,Dessert Parlor,"Desserts, Ice Cream",350.0,"Delivery, Desserts"
https://www.zomato.com/bangalore/celestes-kitchen-domlur,Celeste's Kitchen,No,No,3.3,5,Domlur,Delivery,"Chinese, Fast Food, North Indian",400.0,Delivery
https://www.zomato.com/bangalore/central-cafe-kammanahalli-bangalore,Central Cafe,No,No,2.8,0,Kammanahalli,Quick Bites,"South Indian, Kerala",150.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/central-cafe-marathahalli-bangalore,Central Cafe,Yes,No,2.9,4,Marathahalli,"Beverage Shop, Quick Bites","Beverages, Fast Food",300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/central-jail-restaurant-jayanagar,Central Jail Restaurant,Yes,No,3.8,429,Jayanagar,Casual Dining,"Andhra, Seafood, North Indian, Chinese",700.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/cha-cha-cha-chi-hsr-bangalore,Cha-Cha Cha-Chi,No,No,3.3,4,HSR,Quick Bites,"Fast Food, Beverages",100.0,Delivery
https://www.zomato.com/bangalore/chaai-bee-koramangala-7th-block,CHAAI BEE,No,No,3.5,8,Koramangala 7th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Street Food",250.0,Dine-out
https://www.zomato.com/bangalore/chaai-resto-brookefield-bangalore,Chaai Resto,Yes,No,3.5,8,Brookefield,Cafe,"Cafe, Rolls, Fast Food",200.0,"Cafes, Delivery"
https://www.zomato.com/bangalore/chaai-resto-hsr,Chaai Resto,Yes,No,3.9,93,HSR,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/chaai-resto-jayanagar-bangalore,Chaai Resto,No,No,0.0,0,Jayanagar,Cafe,"Cafe, Beverages, Fast Food, Rolls",275.0,Cafes
https://www.zomato.com/bangalore/chaai-resto-jeevan-bhima-nagar-bangalore,Chaai Resto,Yes,No,0.0,0,Jeevan Bhima Nagar,Cafe,"Cafe, Rolls, Fast Food",200.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/chaai-resto-kalyan-nagar,Chaai Resto,Yes,No,3.9,97,Kalyan Nagar,Cafe,"Cafe, Fast Food, Beverages",350.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/chaai-resto-koramangala-5th-block-bangalore,Chaai Resto,No,No,2.7,16,Koramangala 5th Block,Beverage Shop,Beverages,300.0,Delivery
https://www.zomato.com/bangalore/chaai-resto-koramangala-6th-block,Chaai Resto,No,No,3.6,54,Koramangala 6th Block,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,"Cafes, Delivery"
https://www.zomato.com/bangalore/chaai-resto-marathahalli-bangalore,Chaai Resto,Yes,No,3.4,5,Marathahalli,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/chaai-resto-new-bel-road-bangalore,Chaai Resto,Yes,No,2.8,0,New BEL Road,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,"Cafes, Delivery"
https://www.zomato.com/bangalore/chaai-resto-sarjapur-road-bangalore,Chaai Resto,Yes,No,4.0,34,Sarjapur Road,Cafe,"Cafe, Rolls, Fast Food",200.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/chaarcoal-bellandur,Chaarcoal,Yes,No,4.0,468,Bellandur,Casual Dining,North Indian,1200.0,"Buffet, Delivery, Dine-out"
https://www.zomato.com/bangalore/chaat-bazaar-whitefield,Chaat Bazaar,Yes,No,3.7,35,Whitefield,Quick Bites,Street Food,300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaat-cafee-jp-nagar-bangalore,Chaat Cafee,Yes,No,5.0,0,JP Nagar,Quick Bites,"Street Food, Juices",150.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaat-central-bannerghatta-road-bangalore,Chaat Central,Yes,No,3.3,4,Bannerghatta Road,Food Court,"Street Food, North Indian",300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaat-chatore-1-bannerghatta-road,Chaat Chatore,Yes,No,3.1,19,Bannerghatta Road,Quick Bites,Fast Food,300.0,Delivery
https://www.zomato.com/bangalore/chaat-chatore-bannerghatta-road,Chaat Chatore,No,No,3.1,5,Bannerghatta Road,Quick Bites,Fast Food,300.0,Dine-out
https://www.zomato.com/bangalore/chaat-chatore-jp-nagar-bangalore,Chaat Chatore,No,No,1.7,0,JP Nagar,Quick Bites,Fast Food,300.0,Delivery
https://www.zomato.com/bangalore/chaat-chatore-mg-road-bangalore,Chaat Chatore,No,No,2.6,0,MG Road,Quick Bites,"Fast Food, Street Food",150.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaat-express-1-hsr-bangalore,Chaat Express,Yes,No,3.5,15,HSR,Quick Bites,"Fast Food, North Indian",200.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaat-junction-1-bannerghatta-road,Chaat Junction,Yes,No,3.7,49,Bannerghatta Road,Quick Bites,Street Food,200.0,Delivery
https://www.zomato.com/bangalore/chaat-junction-whitefield-bangalore,Chaat Junction,No,No,3.7,19,Whitefield,Quick Bites,"Street Food, North Indian, Fast Food",200.0,Dine-out
https://www.zomato.com/bangalore/chaat-lounge-yeshwantpur,Chaat Lounge,Yes,No,3.0,16,Yeshwantpur,"Food Court, Quick Bites","North Indian, Street Food",300.0,Delivery
https://www.zomato.com/bangalore/chaat-street-hsr-bangalore,Chaat Street,Yes,No,3.8,192,HSR,Quick Bites,"Street Food, North Indian",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaat-street-kalyan-nagar,Chaat Street,Yes,No,4.1,498,Kalyan Nagar,Quick Bites,"Street Food, North Indian",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaat-street-koramangala-6th-block,Chaat Street,Yes,No,3.9,293,Koramangala 6th Block,Kiosk,"Street Food, North Indian",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaat-street-new-bel-road,Chaat Street,Yes,No,4.1,675,New BEL Road,Quick Bites,"Street Food, North Indian",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaat-street-varthur-main-road-whitefield-bangalore,Chaat Street,Yes,No,4.1,222,"Varthur Main Road, Whitefield",Kiosk,"Street Food, North Indian",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaat-trail-by-moti-mahal-hsr-bangalore,Chaat Trail By Moti Mahal,Yes,Yes,3.9,46,HSR,Quick Bites,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaatimes-3-jp-nagar,Chaatimes,Yes,No,3.8,101,JP Nagar,Quick Bites,"Street Food, Fast Food",200.0,Delivery
https://www.zomato.com/bangalore/chaatimes-bannerghatta-road-bangalore,Chaatimes,Yes,No,3.4,8,Bannerghatta Road,Quick Bites,"Street Food, Fast Food",200.0,Dine-out
https://www.zomato.com/bangalore/chaatimes-basavanagudi,Chaatimes,Yes,No,3.8,142,Basavanagudi,Quick Bites,"Street Food, Fast Food",200.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaatimes-btm,Chaatimes,Yes,No,3.4,47,BTM,Quick Bites,"Street Food, Fast Food",200.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaatimes-btm-bangalore,Chaatimes,Yes,No,4.2,9,BTM,Quick Bites,"Street Food, Fast Food",250.0,Delivery
https://www.zomato.com/bangalore/chaatimes-malleshwaram,Chaatimes,Yes,No,3.9,115,Malleshwaram,Quick Bites,"Street Food, Fast Food",200.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaatimes-nagawara,Chaatimes,Yes,No,3.6,27,Nagawara,Quick Bites,"Street Food, Fast Food",200.0,Delivery
https://www.zomato.com/bangalore/chaatora-ghar-bellandur,Chaatora Ghar,No,No,3.2,0,Bellandur,Food Court,North Indian,200.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chaatter-box-kumaraswamy-layout-bangalore,CHAATter Box,Yes,No,3.4,9,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, North Indian",250.0,Delivery
https://www.zomato.com/bangalore/chaavadi-indiranagar-bangalore,Chaavadi,No,No,3.7,38,Indiranagar,Casual Dining,"North Indian, Biryani, Seafood, Chinese, Mangalorean",750.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chacha-ka-dhaba-whitefield-bangalore,Chacha Ka Dhaba,No,No,0.0,0,Whitefield,Quick Bites,"North Indian, Chinese",400.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chackochi-mess-bommanahalli,Chackochi Mess,No,No,3.3,6,Bommanahalli,Mess,"Kerala, South Indian",250.0,Dine-out
https://www.zomato.com/bangalore/chai-cafe-electronic-city-bangalore,Chai Cafe,Yes,No,3.6,10,Electronic City,Quick Bites,"Fast Food, Rolls",300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-cafe-indiranagar,Chai Cafe,No,No,3.9,49,Indiranagar,Cafe,Cafe,200.0,"Cafes, Delivery, Desserts"
https://www.zomato.com/bangalore/chai-central-rt-nagar-bangalore,Chai Central,Yes,No,3.2,10,RT Nagar,"Quick Bites, Beverage Shop","Tea, Fast Food",200.0,Delivery
https://www.zomato.com/bangalore/chai-chowk-koramangala-7th-block,Chai Chowk,No,No,3.8,82,Koramangala 7th Block,Quick Bites,"Chinese, Fast Food",200.0,Dine-out
https://www.zomato.com/bangalore/chai-culture-jayanagar-bangalore,Chai Culture,Yes,No,3.6,8,Jayanagar,Beverage Shop,Beverages,200.0,Delivery
https://www.zomato.com/bangalore/chai-darbaar-marathahalli-bangalore,Chai Darbaar,Yes,No,3.1,7,Marathahalli,Quick Bites,"North Indian, Chinese, Fast Food",300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-darbaar-thippasandra-bangalore,Chai Darbaar,No,No,3.8,26,Thippasandra,Quick Bites,"South Indian, Chinese, Kerala",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-days-indiranagar-bangalore,Chai Days,Yes,No,4.5,134,Indiranagar,Cafe,"Cafe, Tea, Beverages, Fast Food",200.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-galli-brookefield,Chai Galli,Yes,No,4.1,826,Brookefield,Cafe,"Cafe, Street Food",300.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-galli-koramangala-5th-block,Chai Galli,Yes,No,4.3,481,Koramangala 5th Block,Cafe,"Cafe, Tea, Street Food",450.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-kada-kalyan-nagar,Chai Kada,No,No,3.6,10,Kalyan Nagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",100.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-kadi-indiranagar-bangalore,Chai & Kadi,No,No,3.8,33,Indiranagar,Quick Bites,South Indian,200.0,Dine-out
https://www.zomato.com/bangalore/chai-ki-tapri-1-mg-road,Chai Ki Tapri,No,No,3.7,16,MG Road,Cafe,Cafe,250.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-kraft-1-jayanagar,Chai Kraft,Yes,No,4.1,32,Jayanagar,Beverage Shop,"Beverages, Tea",100.0,Delivery
https://www.zomato.com/bangalore/chai-kraft-btm,Chai Kraft,Yes,No,3.7,0,BTM,Beverage Shop,"Beverages, Tea",100.0,Delivery
https://www.zomato.com/bangalore/chai-makhan-1-btm-bangalore,Chai Makhan,No,No,0.0,0,BTM,Quick Bites,"North Indian, Chinese, South Indian",300.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-makhan-btm-bangalore,Chai Makhan,No,No,0.0,0,BTM,Quick Bites,"Arabian, South Indian",400.0,Delivery
https://www.zomato.com/bangalore/chai-makhani-koramangala-5th-block,Chai Makhani,Yes,No,3.5,11,Koramangala 5th Block,Beverage Shop,"Beverages, Tea",100.0,Delivery
https://www.zomato.com/bangalore/chai-mane-basavanagudi,Chai Mane,Yes,No,3.6,20,Basavanagudi,Quick Bites,"Juices, Fast Food",150.0,Delivery
https://www.zomato.com/bangalore/chai-mane-basavanagudi-bangalore,Chai Mane,No,No,3.2,6,Basavanagudi,"Beverage Shop, Quick Bites","Beverages, Sandwich",100.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-mane-koramangala-5th-block,Chai Mane,No,No,3.0,8,Koramangala 5th Block,Quick Bites,"Juices, Fast Food",150.0,Delivery
https://www.zomato.com/bangalore/chai-mania-marathahalli-bangalore,Chai Mania,Yes,No,2.8,67,Marathahalli,Cafe,"Cafe, Tea, Beverages",300.0,"Cafes, Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-masthi-domlur-bangalore,Chai Masthi,Yes,No,3.5,10,Domlur,Quick Bites,"Fast Food, Lebanese",200.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-nama-koramangala-6th-block,Chai Nama,No,No,3.1,0,Koramangala 6th Block,Delivery,"Fast Food, Tea",200.0,Delivery
https://www.zomato.com/bangalore/chai-point-1-bannerghatta-road,Chai Point,Yes,No,3.6,132,Bannerghatta Road,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-point-1-bellandur,Chai Point,Yes,No,3.9,62,Bellandur,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Dine-out
https://www.zomato.com/bangalore/chai-point-1-hsr,Chai Point,Yes,No,4.0,323,HSR,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Delivery
https://www.zomato.com/bangalore/chai-point-1-nagawara,Chai Point,Yes,No,3.8,38,Nagawara,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Delivery
https://www.zomato.com/bangalore/chai-point-1-whitefield,Chai Point,Yes,No,3.8,90,Whitefield,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Delivery
https://www.zomato.com/bangalore/chai-point-3-marathahalli,Chai Point,No,No,3.5,8,Marathahalli,"Beverage Shop, Quick Bites","Beverages, Fast Food",150.0,Dine-out
https://www.zomato.com/bangalore/chai-point-5-btm,Chai Point,Yes,No,4.0,113,BTM,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-point-5-whitefield,Chai Point,No,No,3.8,45,Whitefield,"Beverage Shop, Quick Bites","Beverages, Fast Food",150.0,Dine-out
https://www.zomato.com/bangalore/chai-point-bellandur-bangalore,Chai Point,Yes,No,3.8,0,Bellandur,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Delivery
https://www.zomato.com/bangalore/chai-point-brookefield,Chai Point,Yes,No,3.9,131,Brookefield,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-point-btm-bangalore,Chai Point,Yes,No,3.8,7,BTM,"Beverage Shop, Quick Bites","Tea, Beverages, Street Food",200.0,Delivery
https://www.zomato.com/bangalore/chai-point-cunningham-road,Chai Point,No,No,3.8,149,Cunningham Road,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,"Delivery, Dine-out"
https://www.zomato.com/bangalore/chai-point-electronic-city-bangalore,Chai Point,Yes,No,3.9,25,Electronic City,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Delivery
https://www.zomato.com/bangalore/chai-point-hbr-layout-bangalore,Chai Point,Yes,No,3.8,0,HBR Layout,Quick Bites,"Tea, Beverages, Fast Food",250.0,Delivery
https://www.zomato.com/bangalore/chai-point-hosur-road-bangalore,Chai Point,Yes,No,3.8,0,Hosur Road,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Delivery
https://www.zomato.com/bangalore/chai-point-indiranagar,Chai Point,Yes,No,4.2,179,Indiranagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Delivery
